4-5-2016,4-7-2016,H:70,L:40,30,7,E,10,E,0.0
4-5-2016,4-8-2016,H:72,L:45,30,6,ENE,10,ENE,0.0
4-6-2016,4-6-2016,H:68,L:43,28,12,WNW,15,WNW,0.0
4-6-2016,4-7-2016,H:70,L:41,30,7,NE,10,NE,0.0
4-6-2016,4-8-2016,H:69,L:44,32,6,ENE,10,ENE,0.0
4-6-2016,4-9-2016,H:73,L:49,34,7,ENE,10,ENE,0.0
4-7-2016,4-7-2016,H:67,L:40,31,7,ENE,10,ENE,0.0
4-7-2016,4-8-2016,H:69,L:43,33,6,ENE,10,ENE,0.0
4-7-2016,4-9-2016,H:73,L:48,32,10,WNW,15,WNW,0.0
4-7-2016,4-10-2016,H:69,L:43,30,11,E,15,E,0.44
4-8-2016,4-8-2016,H:69,L:43,31,6,ENE,10,ENE,0.0
4-8-2016,4-9-2016,H:71,L:49,33,10,NW,15,NW,0.0
4-8-2016,4-10-2016,H:70,L:43,34,10,NE,15,NE,0.31
4-8-2016,4-11-2016,H:61,L:42,58,7,ESE,10,ESE,0.02
4-9-2016,4-9-2016,H:73,L:48,31,11,NW,15,NW,0.0
4-9-2016,4-10-2016,H:65,L:42,39,11,SE,15,SE,0.34
4-9-2016,4-11-2016,H:61,L:41,55,6,E,10,E,0.0
4-9-2016,4-12-2016,H:70,L:46,40,6,ENE,10,ENE,0.0
4-10-2016,4-10-2016,H:68,L:41,36,12,ENE,15,ENE,0.28
4-10-2016,4-11-2016,H:59,L:40,58,6,E,10,E,0.03
4-10-2016,4-12-2016,H:70,L:44,37,9,N,10,N,0.0
4-10-2016,4-13-2016,H:74,L:46,32,7,SE,10,SE,0.0
4-11-2016,4-11-2016,H:61,L:40,54,7,E,10,E,0.0
4-11-2016,4-12-2016,H:69,L:45,38,7,ENE,10,ENE,0.0
4-11-2016,4-13-2016,H:75,L:46,31,7,S,10,S,0.0
4-11-2016,4-14-2016,H:78,L:47,27,9,S,10,S,0.0
4-12-2016,4-12-2016,H:71,L:44,34,6,WNW,10,WNW,0.0
4-12-2016,4-13-2016,H:74,L:45,30,6,SSE,10,SSE,0.0
4-12-2016,4-14-2016,H:76,L:48,27,11,SSW,15,SSW,0.0
4-12-2016,4-15-2016,H:66,L:43,30,13,SE,20,SE,0.0
4-13-2016,4-13-2016,H:74,L:45,31,7,SSW,10,SSW,0.0
4-13-2016,4-14-2016,H:75,L:48,29,7,S,10,S,0.0
4-13-2016,4-15-2016,H:58,L:40,45,15,NE,20,NE,1.02
4-13-2016,4-16-2016,H:45,L:35,63,13,NNE,20,NNE,0.55
4-14-2016,4-14-2016,H:76,L:46,28,14,S,20,S,0.03
4-14-2016,4-15-2016,H:55,L:39,52,15,NE,20,NE,0.85
4-14-2016,4-16-2016,H:40,L:34,71,17,NNE,25,NNE,0.9
4-14-2016,4-17-2016,H:41,L:34,69,10,NNE,15,NNE,0.61
4-15-2016,4-15-2016,H:55,L:37,49,17,E,25,E,0.8
4-15-2016,4-16-2016,H:40,L:33,68,18,NNE,25,NNE,0.91
4-15-2016,4-17-2016,H:39,L:31,70,10,NNE,15,NNE,0.38
4-15-2016,4-18-2016,H:47,L:34,67,7,ENE,10,ENE,0.01
4-16-2016,4-16-2016,H:39,L:32,72,20,N,30,N,0.94
4-16-2016,4-17-2016,H:42,L:30,66,10,NNE,15,NNE,0.17
4-16-2016,4-18-2016,H:46,L:33,61,7,E,10,E,0.0
4-16-2016,4-19-2016,H:52,L:35,56,8,SE,10,SE,0.0
4-17-2016,4-17-2016,H:39,L:26,70,9,NNE,10,NNE,0.09
4-17-2016,4-18-2016,H:46,L:32,59,7,SSW,10,SSW,0.0
4-17-2016,4-19-2016,H:51,L:34,57,7,SE,10,SE,0.0
4-17-2016,4-20-2016,H:58,L:37,51,6,SE,10,SE,0.0
4-18-2016,4-18-2016,H:43,L:29,63,6,SW,10,SW,0.0
4-18-2016,4-19-2016,H:53,L:35,53,7,S,10,S,0.0
4-18-2016,4-20-2016,H:59,L:35,50,6,SSE,10,SSE,0.0
4-18-2016,4-21-2016,H:66,L:39,39,6,SSE,10,SSE,0.0
4-19-2016,4-19-2016,H:51,L:35,56,8,SSE,10,SSE,0.0
4-19-2016,4-20-2016,H:59,L:36,50,6,S,10,S,0.08
4-19-2016,4-21-2016,H:68,L:39,40,6,S,10,S,0.0
4-19-2016,4-22-2016,H:77,L:45,32,7,SW,10,SW,0.0
4-20-2016,4-20-2016,H:59,L:37,48,6,SSW,10,SSW,0.0
4-20-2016,4-21-2016,H:68,L:40,37,5,SSE,10,SSE,0.0
4-20-2016,4-22-2016,H:77,L:45,33,7,S,10,S,0.0
4-20-2016,4-23-2016,H:77,L:46,31,15,S,20,S,0.0
4-21-2016,4-21-2016,H:68,L:40,39,5,SSE,10,SSE,0.0
4-21-2016,4-22-2016,H:78,L:46,33,7,SSE,10,SSE,0.0
4-21-2016,4-23-2016,H:76,L:44,30,17,SSW,25,SSW,0.0
4-21-2016,4-24-2016,H:67,L:40,27,19,W,25,W,0.0
4-22-2016,4-22-2016,H:77,L:47,34,7,SSE,10,SSE,0.0
4-22-2016,4-23-2016,H:75,L:45,30,22,SSW,30,SSW,0.0
4-22-2016,4-24-2016,H:68,L:41,27,18,W,25,W,0.0
4-22-2016,4-25-2016,H:69,L:40,38,11,E,15,E,0.16
4-23-2016,4-23-2016,H:75,L:45,31,20,SSW,30,SSW,0.0
4-23-2016,4-24-2016,H:68,L:42,29,17,W,25,W,0.0
4-23-2016,4-25-2016,H:71,L:41,36,12,ESE,15,ESE,0.0
4-23-2016,4-26-2016,H:55,L:38,41,11,NE,15,NE,0.12
4-24-2016,4-24-2016,H:67,L:42,30,19,W,25,W,0.0
4-24-2016,4-25-2016,H:72,L:41,37,11,E,15,E,0.0
4-24-2016,4-26-2016,H:54,L:38,47,11,N,15,N,0.27
4-24-2016,4-27-2016,H:57,L:36,43,10,NNE,15,NNE,0.02
4-25-2016,4-25-2016,H:74,L:42,30,13,ESE,20,ESE,0.0
4-25-2016,4-26-2016,H:58,L:38,37,12,NNW,15,NNW,0.05
4-25-2016,4-27-2016,H:59,L:38,42,9,ENE,10,ENE,0.01
4-25-2016,4-28-2016,H:51,L:40,61,10,NE,15,NE,0.45
4-26-2016,4-26-2016,H:57,L:37,41,10,N,15,N,0.11
4-26-2016,4-27-2016,H:59,L:36,44,13,ENE,20,ENE,0.0
4-26-2016,4-28-2016,H:50,L:39,58,7,E,10,E,0.64
4-26-2016,4-29-2016,H:45,L:37,72,12,NE,15,NE,0.49
4-27-2016,4-27-2016,H:60,L:35,48,11,ENE,15,ENE,0.0
4-27-2016,4-28-2016,H:52,L:38,57,7,E,10,E,0.54
